ticket_id,subject,body,priority,department
TKT-11943,Following up,I contacted you March 15 about a problem but haven't heard back. My ticket was about wireless keyboard and charges on my account. Reference AC-100008.,Medium,Billing
TKT-11571,Payment not reflected,I made a payment of $349.00 on yesterday via ACH but it still shows as outstanding on my account AC-100008. Can you confirm receipt?,Low,Billing
TKT-11279,Wrong item shipped,I ordered wireless keyboard but received HDMI cable instead. Order #700129. I need the correct item sent and a return label for the wrong one.,Medium,Shipping
TKT-10753,Account merger request,We have two separate accounts (admin@techfirm.io and backup@acmecorp.com) that need to be merged. The jsmith@techfirm.io account was created by mistake. Please consolidate under maria.g@retailco.com.,High,Account
TKT-10627,Slow dashboard loading,"The analytics dashboard takes over 60 seconds to load. This happens in both Chrome and Firefox. Other pages load normally. Our dataset has about 100,000 rows.",High,Technical
TKT-11494,International shipping inquiry,I'm trying to place an order for delivery to Germany. Your website says shipping is unavailable for my region. Do you have plans to expand international shipping?,High,Shipping
TKT-11197,Webhook delivery failures,We're not receiving webhooks at our endpoint since yesterday. The webhook URL is correctly configured. Our server returns 200 OK but your dashboard shows delivery failures.,Low,Technical
TKT-10873,Permission issue for team member,User admin@techfirm.io should have admin-level access but can only view dashboards. I've checked the role settings and they show 'Admin'. Please investigate.,Urgent,Account
TKT-11778,Need to cancel and get refund,I want to cancel my Growth subscription and get a prorated refund for the remaining 14 days. Account ops@startup.dev. Please process ASAP.,Medium,Account
TKT-11681,Payment not reflected,I made a payment of $75.00 on March 15 via wire transfer but it still shows as outstanding on my account AC-100026. Can you confirm receipt?,Low,Billing
TKT-11990,Urgent issue,Please call me back regarding my recent order and billing. Account jdoe@acmecorp.com. This needs immediate attention.,Medium,Billing
TKT-10563,Data deletion request,"Per our company policy, I'm requesting complete deletion of all data associated with account ops@startup.dev. Please confirm when this is done and provide a confirmation reference.",Medium,Account
TKT-10395,Feature request: bulk import,"We'd love the ability to bulk import records via CSV upload. Currently we have to add entries one by one, which is impractical for our 1,000,000-record dataset.",Medium,Shipping
TKT-10029,Order not received,My order #700138 was supposed to arrive by yesterday but I still haven't received it. Tracking number 1Z9999931 shows it's been in transit for 5 days.,Low,Shipping
TKT-11288,Reset my password,I've been locked out of my account (jdoe@acmecorp.com) after too many failed login attempts. The password reset email isn't arriving. Can you manually reset it?,High,Account
TKT-10707,Report generation timeout,"Generating the monthly summary report times out after 45 seconds. The report covers 50,000 records. This worked fine last month with similar data volume.",Medium,Technical
TKT-10463,Account merger request,We have two separate accounts (ops@startup.dev and jsmith@techfirm.io) that need to be merged. The jsmith@techfirm.io account was created by mistake. Please consolidate under maria.g@retailco.com.,Urgent,Account
TKT-11146,Billing cycle change request,Can I switch my billing cycle from monthly to annual? I'd like to take advantage of the yearly discount for the Enterprise plan.,High,Billing
TKT-11304,Order not received,My order #700102 was supposed to arrive by March 1 but I still haven't received it. Tracking number 1Z9999917 shows it's been in transit for 7 days.,High,Shipping
TKT-10718,Data deletion request,"Per our company policy, I'm requesting complete deletion of all data associated with account ops@startup.dev. Please confirm when this is done and provide a confirmation reference.",Urgent,Account
TKT-10137,Report generation timeout,"Generating the monthly summary report times out after 60 seconds. The report covers 100,000 records. This worked fine last month with similar data volume.",Medium,Technical
TKT-10321,Payment not reflected,I made a payment of $12.99 on March 15 via PayPal but it still shows as outstanding on my account AC-100015. Can you confirm receipt?,Medium,Billing
TKT-11218,Add team members,I need to add 50 new users to our Professional plan. Their email addresses are attached. Please confirm if this affects our pricing.,Low,Account
TKT-10960,Beta feature feedback,"I've been testing the new team collaboration beta. Overall it's great, but I found 4 issues: the filter doesn't apply to grouped views, and export drops the last column.",High,Product
TKT-11280,Suggestion for UI improvement,The current layout of the team collaboration page requires too many clicks to accomplish basic tasks. Suggest adding a quick-action toolbar or keyboard shortcuts for power users.,High,Product
TKT-10126,Incorrect charge on my account,I noticed a charge of $199.50 on my last statement that I don't recognize. My account number is AC-100036. Please investigate and issue a refund if this is an error.,High,Billing
TKT-10194,Return shipping label needed,I'd like to return order #700141 (wireless keyboard). It doesn't fit our requirements. Could you please email a prepaid return label to maria.g@retailco.com?,Urgent,Shipping
TKT-10678,Change account owner,We need to transfer account ownership from maria.g@retailco.com to backup@acmecorp.com. Maria Garcia has left the company and James Park will be the new admin.,Medium,Account
TKT-10940,How to set up automated reports,I'm trying to configure scheduled reports to be emailed to my team every Monday morning. I can't find this option in the Enterprise plan. Is it available or do I need to upgrade?,High,Product
TKT-11102,Mobile app sync issues,Changes made in the mobile app on Android 14 aren't syncing to the web version. I've checked my internet connection and it's stable. App version 4.0.0.,Medium,Technical
TKT-10193,Account merger request,We have two separate accounts (jdoe@acmecorp.com and cto@startup.dev) that need to be merged. The team@retailco.com account was created by mistake. Please consolidate under maria.g@retailco.com.,High,Account
TKT-11422,Slow dashboard loading,"The analytics dashboard takes over 45 seconds to load. This happens in both Firefox and Edge. Other pages load normally. Our dataset has about 250,000 rows.",Medium,Technical
TKT-10409,Change shipping address,"I need to update the shipping address for order #700112 from Seattle to Boston. The order hasn't shipped yet. New address: 789 Pine Rd, Unit B.",High,Shipping
TKT-10385,Onboarding guidance needed,We just signed up for the Growth plan with 15 users. Could you recommend the best way to onboard our team? We primarily need custom dashboards and API rate limits.,Urgent,Product
TKT-11437,Slow dashboard loading,"The analytics dashboard takes over 30 seconds to load. This happens in both Firefox and Chrome. Other pages load normally. Our dataset has about 250,000 rows.",High,Technical
